equipment_name,topic,chunk_text
IOCHRDY output of the Davicom. IOCHRDY is a mechanism for the Davicom to extend 
an I/O cycle if needed.  If the Davicom needs more time to move data, it will assert 
IOCHRDY low until it has move the data.  The generation of TA to the CPU will be 
delayed until the IOCHRDY is asserted high.     
 
The Davicom is capable of interrupting the CPU by asserting the signal NET_IRQ high 
active.  The signal is level shifted from +5volts to +3.3 volts by U12 and routed to the 
FPGA for gating.  The FPGA can route the interrupt to any of the 4 IRQ signals to the CPU 
(IRQ1, IRQ3, IRQ5, and IRQ7). The Davicom requires a stable 20 MHz clock.  The main 
40 MHz oscillator is divided to 20 MHz by the FPGA then level shifted from 3.3 volts to +5 
volt by buffer U31 to clock the Ethernet controller.   
 
The physical layer is a designed to interface through 10baseT (10 mega bit, twisted pair).  
Transformers T5 and T6 are custom 1:1 transformers wound on a high temperature toroid 
core.  
 
At boot up the CPU commands the Ethernet to request an IP address from a DHCP server.  
If the tool is not connected to a DHCP server then the request times out and a default IP 
address is assumed and reported to the RS-232 port 
 
 
 
 
 
 
 
 
16 
 
CIRCUIT DESCRIPTIONS 
1970 IC IFX 
 
P/N 130999-945 
NOVEMBER 2011 
16. RS-232 Port 
 
The Motorola 5407 has two UARTS serial ports available.  These two ports interface to 
connector J2 through RS-232 driver / receiver U14 for voltage level translation.  An 
internal charge pump in U14 generates the positive and negative voltage required for RS-
232 voltage levels.   Serial port ‘0’ is used for debug messaging and accessing utility 
functions. The connection is intended for interface to a P.C. terminal emulator setup as 19.2 
KHz, 8 data bits, 1 stop bit, no parity and no handshake. The connector J2 is wired to allow 
cable to attach to either serial port by simply rotating the cable 180 degrees (cable pin 1 to 
connector pin 10 for port ‘1’ or cable pin 1 to connector pin 1 for port ‘0’).  Serial port ‘0’ 
reports events as the CPU boots up and reports received commands along with the response 
taken.  This port also provides access to some utility functions available to the CPU kernel.  
These utilities are remnants of development debug code but they can be helpful in 
troubleshooting.   
 
Serial port ‘1’ is used to communicate with the Dual Tuning Fork Impedance Analyzer 
Board (A3001762000).  This port is configured as 57.6 KHz baud rate, 8 data bits and 1 
Stop bit with no flow control. The CPU forwards WTS commands to the Impedance 
Analyzer Board using this serial port.  It also downloads Calibration data to the Impedance 

CIRCUIT DESCRIPTIONS 
1970 IC IFX 
 
P/N 130999-945 
NOVEMBER 2011 
G. TRIGGERED TUNING FORK & SOUND SPEED BOARD 
A3001505000 
 
1. General 
 
The Tuning Fork and Sound Speed Interface board provides a host CPU an interface to 
control the Tuning Fork stimulus frequency, selection and digitizing of the selected Tuning 
Fork and sequence of the charging, firing and digitizing of the Sound Speed.  This board 
stacks above the CPU board and connects through a 50 pin board to board connector J4 on 
the solder.  Power and analog signals interface through the 26 pin connector J1.  This board 
is powered by the tools +5 volt digital supply. The majority of the logic on this board runs 
on 3.3 volts. The Actel FPGA core runs on +2.5 volts.  A local regulator must regulate the 
+5 volt in down to 3.3 volts and +2.5 volt for the logic devices. 
 
 
 
 
 
 
 
Gray area installed but not used 
18 
 
CIRCUIT DESCRIPTIONS 
1970 IC IFX 
 
P/N 130999-945 
NOVEMBER 2011 
2. FPGA 
 
The Actel FPGA (U10) is the heart of the board. It is an “in circuit programmable” Actel 
APA150.  The FPGA controls data flow to the CPU interface, the output frequency of the 
DDS, sampling of the Tuning Fork A/Ds, charging of the Sound Speed high voltage, firing 
the Sound Speed transducer and sampling of the Sound Speed A/D.  The DDS interface to 
the FPGA is a synchronous serial interface.  The host CPU writes DDS data parallel to the 
FPGA and the FPGA shifts the data words out serially to the DDS.  
 
There are several state machines designed into the FPGA to control Tuning Fork and Sound 
Speed acquisition. The host CPU commands these processes through several control 
registers and status registers at unique addresses through the parallel interface.   One State 
machine controls the sequence of reading the TFTX A/D and the TFRX A/D and writing 
the data into individual 16 bit by 256 word FIFOs.   (this feature is not used when a Dual 
Tuning Fork Impedance Analyzer is installed). A set of nested state machines controls 
charging of the Sound Speed High Voltage and subsequent firing of the Sound Speed 
transducer and reading of Sound Speed A/D converter and writing of data into the 12 bit by 
1024 word Sound Speed FIFO. This state machine also controls the stacking of data for 
multiple firing sequences 
 
3. Parallel Port 
 
This interface to the CPU is defined in document ****.  It is a 16 bit parallel bus consisting 
of 16 bi-directional, tri-state Data lines with address and control lines.  The bus has three 
Board Select lines to enable the desired peripheral on the bus.  There are five Port Address 
lines to address functions within the enabled peripheral device.  There is a Read control 
input, Write control input and a Reset input from the host CPU. There are three IRQ 
outputs to interrupt the host CPU board.  There is a TA output signal as Transfer 
Acknowledge as a handshake to the host CPU to terminate I/O cycles.   
 
The Host CPU drives the Board Select line to match the Board Select jumpers (J1, J2, J3) 
to enable this board to respond to bus activity.  The Board Select lines are compared to the 
Board Select jumpers in the FPGA and Port Enable (TP2) is driven low to enable the data 
bus transceivers to pass data. The Port Address lines are driven to select function or register 
in the enabled board.  Then the host CPU will drive Write control line Low to write to the 
port or drive the Read control line low to read from it.  The Host CPU will hold the Read or 
Write control line active until a TA is returned or times out occurs at a maximum of 800 
micro seconds. The FPGA will generate a low active 25 nano second pulse on TA to 
acknowledge the data transfer and allow the CPU to de-assert the Write or Read to 
terminate the I/O cycle. The TA signal is “wire ORed” with any other peripheral on the bus 
and requires a pull up resistor. The host CPU should have a pull up resistor and all 
peripherals should not have a pull up resistor installed.  The Port Enable remains active 
until the host CPU de-asserts the Board Select signals. The host CPU can communicate 

CIRCUIT DESCRIPTIONS 
1970 IC IFX 
 
P/N 130999-945 
NOVEMBER 2011 
4. Sound Speed 
 
The Sound Speed measurement consist of “pinging” a 10 Mhz acoustic transducer attached 
to the sample line then digitizing the echoes through the fluid sample.  This apparatus 
“pings” the transducer by applying a 25 nano-second negative high voltage pulse to the 
transducer. This causes the transducer to ring at its resonant frequency of 10 Mhz.  The 
transducer ringing is then dampened by a 25 nano-second pulse to short the transducer to 
ground. The transducer serves as a receiver also.  The transducer’s output is amplified by a 
differential amplifier circuit on the PULSER/MOTOR CONTROLLER and digitized by a 
differential input, 12 bit, 40 mega sample per second A/D converter on the Tuning Fork 
Sound Speed Interface.  The 40 mega sample per second conversion rate is to fast for the 
CPU to read so the data is read by a state machine in the FPGA which stores the data in a 
12 bit by 1024 word FIFO inside the FPGA.  The FIFO accumulates a 25.6 micro second 
long digitized acoustic waveform for processing by the host CPU. 
 
When the host CPU initiates the Sound Speed acquisition, the sound Speed state machine in 
the FPGA controls the sequence of events to collect the data. The state machine first selects 
the High Voltage monitor as the source of data to the TFRX A/D converter to verify a 
consistent charge is present on the high voltage capacitor.  If the charge is below a 
threshold defined in the FPGA, then the charge cycle begins.  The FPGA will output a 93 
KHz square wave on the signal Trigger3.  This signal is supplied to the PULSER/MOTOR 
CONTROLLER to charge the high voltage capacitor. A divided sample of the capacitor 
charge is returned through HV_MON input to analog switch (U27) to the TFRX A/D 
(U18), read by the FPGA to regulate charge level.  Once the charge is at the desired 
threshold level or if the charge time exceeds 150 milliseconds (timeout), the FPGA 
discontinues charging and begins the fire cycle.  The FPGA clears the internal FIFO and 
starts the high speed A/D converter (U25).  Then the FPGA asserts Trigger1 for 25 
nanoseconds to “ping” the transducer and followed by asserting Trigger2 for 25 
nanoseconds to dampen the ringing of the transducer.  The Sound Speed A/D converter 
samples the transducer from the “ping” until the FIFO is full. The 1024 samples at 40 MHz 
yields a 25.6 microsecond long digitized waveform stored in the FPGA’s 12 bit by 1024 
word FIFO. The host CPU will retrieve the data via the parallel port. 
 
The Sound Speed has features available that permit fine tuning of the transducer firing 
pulse and improving signal to noise.  The duration of the Trigger1 and Trigger2 can be 
modified individually (4 steps, 25 naono-second increments ie, 25, 50, 75, 100) to optimize 
the energy exerted during the “ping”.  The signal to noise ratio is improved by stacking 
multiple firings per acquisition accumulated in the FIFO.   The acquisition cycle can be 
modified by issuing a WTS command 5 D90 with a parameter “WXYZ” from the 
Acquisition system ( Eclips or Tests System). The parameter value Y field represents 
Trigger1 duration and Trigger 2 duration in a binary form.  The most significant two bits of 
the field represent the fire duration and the least significant two bits of the field represent 
the dampen duration. (00= 25 ns, 01 = 50 ns, 10 =75 ns, 11= 100ns).   The parameter X 
field represents X+1 number of fire sequences stacked in the FIFO. The W field represents 
the delay between stacked firing in 8 microsecond increments.  The default parameter used 
is 0 F32 which represents 25 nanosecond ping, 75 nanosecond dampening, and 16 firings 
stacked ((F= 15 )+1) with minimum delay between firings. The Z field must be 2 to enable 
the Sound Speed FIFO.  The host CPU will send the parameter value to the Tuning Fork 

CIRCUIT DESCRIPTIONS 
1970 IC IFX 
 
P/N 130999-945 
NOVEMBER 2011 
5. Miscellaneous 
 
There are several miscellaneous circuits provide service to the design. A “zero crossing” 
detector (comparator U33) monitors the input of the TFTX A/D to provide a signal 
TF_TRIGGER to the FPGA. This provides a phase synchronized start point for the Tuning 
fork acquisition. This signal is not currently used by the FPGA.  The 2.5 volt Reference 
chip U16 provides the reference voltage and bias to the Tuning Fork A/Ds. These A/Ds 
have an input range of +/- 2.5 volts.  The IFX tool power supply only provides +5 volts yet 
much of the logic on this board runs on 3.3 volts.  The Actel core requires 2.5 volts.  The 
additional voltages are derived from the +5 volt on board by linear regulator circuits 
consisting of a voltage divider network, an op amp buffer and an FET series pass element.  
The 3.3 volt digital is regulated by U19 and Q1. The 3.3 volt analog supply for the high 
speed A/D is regulated by U24 and Q3.  The 2.5 volt is regulated by U21 and Q2. The 47 
uF capacitor on the output of the regulator must be of a LOW ESR type to reduce ripple on 
the supply output. The reset to the logic is provided by voltage monitor U23 which 
monitors the +5 volt, +3.3 volt and 2.5 volt supplies.  
 
H. PULSER/MOTOR CONTROLLER BOARD (F198200-000) 
 
1. Introduction 
 
The PULSER/MOTOR CONTROLLER is the interface from the digital controller to the 
analogue filter wheel motor and to the Sound Speed transducer. It provides the driver 
circuit to the motor, a high voltage charge circuit for Sound Speed, a trigger circuit and 
dampening circuit for Sound Speed firing, and an amplifier for the Sound Speed received 
signal. This board also passes LAMP power to lamp assembly.  
 
2. Filter Wheel 
 
The Filter Wheel Motor turns on command from the CPU board (p/n. A3000866000).  The 
CPU board provides three drive signals in sequence to step the motor, MOTO1, MOTO2, 
and MOTO3. These 5 volt level signals are received and buffered by U7.  The output of U7 
drives the gate of the FETs Q4, Q5 and Q6.  When the FET conducts, current is drawn 
through the windings of the motor. The diode and capacitor network between the Source 
and Drain of the FET is to suppress the reverse EMF induced by the motor winding when 
the FET turns off.  These three MOTO signals are pulsed in sequence to rotate the motor.  
An INDEX micro switch on the filter wheel provides an INDEX signal (connector P1-11) 
pulled up by resistor R31 (schematic sheet 2 B5) passed through this board back to the 
CPU board (connector P2-19) for position verification. 
 
3. Lamps 
 
Lamp #1 and Lamp #2 power is routed on traces -L1 / +L1 and -L2 / +L2 respectively. 
 
 
 
 
 
21 
 
CIRCUIT DESCRIPTIONS 
1970 IC IFX 
 
P/N 130999-945 
NOVEMBER 2011 
4. Sound Speed 
 
The network of L4, L5, C4, D7, Q7 and associated resistors and capacitors make up a 
regulated +8 volt supply for the Sound Speed firing level shifters from the unregulated 
Lamp power supply.  
 
 The SOUND SPEED transducer is a 10 MHz acoustic transducer.  It requires a short 
duration, high voltage, fire pulse to emit acoustic energy into the sample line.  Then the 
acoustic echoes from the near wall to fluid interface and the fluid to far wall interface are 
reflected back and received by the same transducer.  The received signal is amplified and 
returned to the Tuning Fork / Sound Speed Interface board (p/n. A3001505000) for 
digitizing.  The Tuning Fork / Sound Speed Interface board has the ability to fire multiple 
times (1 to 16 firings without recharging C2) and stack the digitized data for better signal to 
noise ratio.  
 
When it is time to sample the Sound Speed, The Tuning Fork / Sound Speed Interface 
board will first charge the high voltage to by toggling the signal TRIG3 (3.3 volt level) at 
93 KHz.  The incoming square wave is level shifted from 3.3 volts to +5volts by U10 to 
drive the gate of Q1. Q1 pulses the unregulated lamp power (signal labeled +8 A) through 
the primary of transformer T1. The output on the secondary of T1 is rectified by the diode 
bridge made up of D14, D15, D16, and D17 to charge capacitor C2 to -175 volts dc. The 
charge voltage is divided by resistor network R1 and R2 to a level suitable for digitizing.  
The buffered signal (HVMON) is sent to the A/D converter on the Tuning Fork / Sound 
Speed Interface board.  Toggling of TRIG3 continues to charge capacitor C2 until it 
reaches -45 volts or 150 msec charge time is reached. Then it discontinues charging and 
begins the transducer firing sequence.  
 
Once capacitor C2 is fully charged or the 150 msec time out occurs,   the Tuning Fork / 
Sound Speed Interface board begins the fire sequence.  It provides a 25 nsec pulse to 
TRIG1 (P1-pin 5) to fire the transducer.  This pulse is level shifted from 3.3 volts to +8 
volts by U2 to the gate of Q2. Then Q2 turns on for 25 nsec to dump the charge from 
capacitor C2 through R10 to the transducer connected across J1 and J2.   Next, the Tuning 
Fork / Sound Speed Interface board will provide a 25 nsec pulse to TRIG2 (P1 pin 4), level 
shifted from 3.3 volts to +8 volts by U5 to the gate of Q3.  Q3 turns on for 25 nsec duration 
to dampen ringing in the transducer.  This produces a sharp, 10 MHz acoustic ring in the 
sample line and quietens the transducer in time to listen for the reflected echo through the 
fluid in the line.  The received echoes are amplified but U3 with a gain of 2 and driven out 
differentially by U4 to be digitized by a 40 Mega sample per second A/D converter on 
Tuning Fork / Sound Speed Interface board.  The digitized samples are stored in a FIFO for 

CIRCUIT DESCRIPTIONS 
1970 IC IFX 
 
P/N 130999-945 
NOVEMBER 2011 
I. 
DUAL TUNING FORK IMPEDANCE ANALYZER BOARD 
(A3001762000) 
 
1. Introduction 
 
The fluid density and viscosity measurements derived from the Tuning Fork are controlled 
by the Dual Tuning Fork Impedance Analyzer board. The Impedance Analyzer performs a 
sweep of a frequency range searching for the resonant response of the tuning fork. The 
density and viscosity can be determined from the from the peak frequencies of the real and 
imaginary curves. 
 
Two tuning fork assemblies, two Analog Devices AD5933 (U2, U3) Impedance Analyzer 
chips, a MicroChip PIC micro-controller (U1, PIC24 FJ128 GA006) and a RS-232 interface 
to the IFX CPU board make up the Dual Tuning Fork Impedance Analyzer. There are two 
tuning forks and two impedance analyzers for redundancy in the event a tuning fork is 
broken will logging. The PIC micro-controller communicates with each Impedance 
analyzer through individual I2 C serial interfaces. The PIC micro-controller acquires data 
from only one Impedance Analyzer chip at a time. 
 
2. Calibration Tables 
 
Each tuning fork is associated with two calibration tables stored in IFX CPU flash memory. 
These tables are unique to a specific, serial numbered Tuning Fork assembly.  The Tuning 
Fork calibration table 28 and acquisition table 38 are transferred to the Dual Tuning Fork 
Impedance Analyzer board during boot up. The PIC micro-controller has a default set of 
tables hard coded in its’ flash memory.  These are used  by the PIC micro-controller until 
communications with the IFX CPU is established and valid tables can be transferred to the 
PIC micro-controller RAM.  A total of 4 tables are transferred, tables 28 and 38  for Tuning 
Fork #1 and  tables 28 and 38 for Tuning Fork #2. 
 
3. Initialization and Start 
 
The PIC micro-controller must initialize each Impedance Analyzer chip with a Start 
Frequency, a Frequency Step size, number of steps, and a step dwell time.  These 
parameters are from Table 28 for calibration or table 38 for logging. Once parameters are 
established in the impedance analyzer chip, the PIC micro-controller tells the impedance 
analyzer to start.  The analyzer will generate a sine wave at the start frequency for the 
duration of the dwell time to stimulate the tuning fork while measuring the response of the 
tuning fork received signal.  The analyzer calculates a real and imaginary impedance value 
for the given frequency. The PIC micro-controller will read the real and imaginary values 
and store the values in a memory buffer.  Then the PIC micro-controller issues a command 
to the Impedance analyzer to step to the next frequency. The Impedance Analyzer generates 
the next frequency for the same dwell time while measuring the response. This sequence 
repeats for the predefined number of steps, building a response table held in a memory 

CIRCUIT DESCRIPTIONS 
1970 IC IFX 
 
P/N 130999-945 
NOVEMBER 2011 
The IFX CPU forwards Impedance related WTS commands over the RS-232 to the PIC 
micro controller.  The PIC interprets the command and responds accordingly.  The PIC 
micro-controller has 128 K bytes of internal Flash memory and 8 K bytes of RAM. The 
response table is double buffered in RAM.  One buffer is used for accumulation of the 
response while the other buffer is available for transmitting to the IFX on request.  The PIC 
micro-controller switches buffers when the frequency sweep is complete.  Tuning fork 
calibration table 28 and acquisition tables 38 are stored in the flash memory.  The unique 
tables must be downloaded with data from calibration for each serialized tuning fork. 
 
4. Power and Signal Levels 
 
The Impedance Analyzer board is powered by the +5 volt digital supply of the tool.  The 
majority of the circuitry runs on a +3.3 volt supply locally generated by a Texas 
Instruments TPS62203 (U7) and filtered to create Vccd and Vcca. Vccd powers the digital 
section while Vcca powers the analog portion. U5 provides the Master Reset to the PIC 
micro controller on power up.  U4 is a precision, high temperature, 16 MHz oscillator to 
provide clocks for the PIC Micro Controller and the Impedance analyzer chips. The RS-232 
interface is a Maxim Max3222 (U6).  This device has an internal charge pump to translates 
the 3.3 volt level serial signals of the PIC micro –controller’s UART port to the +/- 10 volt 
level signal of the RS-232 signal to the IFX CPU.   DS1 is an LED to indicate power to the 
board.  
 
The board is power by +5 volts on terminal E4 with reference to E5.  
The RS-232 transmit is on E1 and receive signal is on E3 with reference to E2.   
J3 is used for in circuit programming and debug.  Tuning Fork #1 connects to terminal T1 
and R1 and Tuning Fork # 2 connect to T2 and R2. 
 
J. 
HALL EFFECT BOARD (A3003019000) 
 
1. Introduction 
 
The Hall Effect board provides an interlock for the UV lamp driver.  This is to protect 
personnel from exposure to the high intensity Ultra violet light source while servicing the 
tool.  The covers of the tool have magnets attached aligned with the Hall Effect sensor. Each 
board has Hall Effect sensor to sense the magnet on the cover.  Power for the sensor is +5 
volts and ground from the lamp driver board. The signal output is low when the covers are in 
place and high when the cover is removed. Each board has a pull up resistor and the lamp 
driver board has a pull up resistor on its input.  The two boards signal out are connected in a 
“wired or” configuration.  Any time a cover is removed the UV lamp driver is disabled.   
The UV lamp driver will be disabled if breaks in the wiring to the Hall Effect exist."
